NUMERO_APROVACAO_CARTAO|PARCELAS_CARTAO|TICKET|DATA_VENDA|DESC_TIPO_PGTO|ADQUIRENTE|FORMA_PAGAMENTO|NOME_LOJA|FRANQUIA|PRACA|CIDADE|VALOR_BRUTO|VALOR_LIQUIDO|PORCENTAGEM
43832|8|98218|2023-12-24|Venda|PixPay|DEBITO PARCELADO|Green Valley|InovaStore|Capital|Salvador|486,67|475,92|2,21
82401|8|71799|2023-11-27|Venda|OnlinePay|CREDITO|DigiNation|UrbanBlend|Interior de São Paulo|Salvador|774,89|754,37|2,65
19906|10|93385|2022-02-09|Venda|PagTudo|CREDITO|Gourmet Haven|InovaStore|Interior de São Paulo|Porto Alegre|847,21|828,62|2,19
10195|1|38324|2022-08-27|Venda|CartaoMais|DEBITO PARCELADO|Magia Fashion|UrbanBlend|Serra Gaúcha|São Paulo|1.326,53|1.294,96|2,38
35332|4|50823|2023-05-05|Venda|OnlinePay|DEBITO A VISTA|Green Valley|InovaStore|Capital|Recife|2.081,45|2.053,72|1,33
40220|7|22910|2023-05-09|Venda|PagTudo|CREDITO|TechHub|InovaStore|Capital|Fortaleza|1.268,09|1.243,76|1,92
98934|9|73258|2022-07-24|Venda|OnlinePay|DEBITO A VISTA|TechHub|PrimeZone|Serra Gaúcha|Campinas|2.084,95|2.033,15|2,48
97584|3|92660|2023-05-11|Venda|PagTudo|PIX|Green Valley|UrbanBlend|Litoral Norte|Porto Alegre|2.020,72|1.979,39|2,05
81810|9|33254|2022-01-30|Venda|SuperPay|DEBITO PARCELADO|TechHub|PrimeZone|Serra Gaúcha|São Paulo|2.240,45|2.203,24|1,66
45317|1|76089|2023-12-05|Venda|SuperPay|DEBITO PARCELADO|Sportify|PrimeZone|Interior de São Paulo|Salvador|1.269,33|1.239,04|2,39
59588|12|84203|2022-03-09|Venda|PixPay|PIX|Cosmo Trends|PrimeZone|Interior de São Paulo|Campinas|547,77|539,19|1,57
70663|10|40202|2022-09-28|Venda|PixPay|CREDITO|Gourmet Haven|UrbanBlend|Serra Gaúcha|Campinas|2.282,40|2.242,87|1,73
78655|12|83541|2023-10-03|Venda|PagTudo|PIX|Golden Harvest|InovaStore|Interior de São Paulo|Porto Alegre|985,42|966,90|1,88
79937|1|74721|2023-03-10|Venda|CartaoMais|DEBITO A VISTA|DigiNation|UrbanBlend|Serra Gaúcha|Belo Horizonte|907,65|896,60|1,22
15650|9|67525|2022-09-06|Venda|PagTudo|CREDITO|Sportify|InovaStore|Litoral Norte|Belo Horizonte|721,48|714,01|1,04
24625|7|53503|2022-10-30|Venda|OnlinePay|DEBITO A VISTA|Golden Harvest|EcoMart|Serra Gaúcha|São Paulo|564,69|558,49|1,10
20909|9|63140|2022-12-08|Venda|OnlinePay|DEBITO PARCELADO|Cosmo Trends|UrbanBlend|Litoral Norte|Recife|474,69|463,27|2,41
87925|2|91292|2023-07-02|Venda|PixPay|DEBITO PARCELADO|Gourmet Haven|PrimeZone|Capital|Rio de Janeiro|2.288,21|2.244,07|1,93
25667|1|27556|2022-08-21|Venda|OnlinePay|CREDITO|Vintage Charm|PrimeZone|Litoral Norte|Recife|1.077,90|1.046,29|2,93
59658|5|13688|2022-12-02|Venda|SuperPay|DEBITO PARCELADO|Gourmet Haven|UrbanBlend|Capital|Porto Alegre|1.060,25|1.031,81|2,68
37469|1|81635|2022-09-26|Venda|PixPay|DEBITO A VISTA|Magia Fashion|EcoMart|Litoral Norte|Recife|1.144,04|1.129,63|1,26
97327|9|97099|2022-02-08|Venda|PixPay|DEBITO A VISTA|Magia Fashion|InovaStore|Capital|Salvador|1.646,54|1.618,34|1,71
84365|2|94514|2022-05-10|Venda|PagTudo|DEBITO A VISTA|Gourmet Haven|EcoMart|Capital|Porto Alegre|776,15|756,28|2,56
82595|12|44179|2023-04-18|Venda|PagTudo|DEBITO A VISTA|Vintage Charm|InovaStore|Interior de São Paulo|Curitiba|2.186,75|2.156,93|1,36
26081|10|52184|2023-06-29|Venda|PixPay|PIX|Green Valley|InovaStore|Litoral Norte|Salvador|1.845,93|1.800,33|2,47
20986|1|41390|2023-05-26|Venda|SuperPay|CREDITO|Gourmet Haven|EcoMart|Capital|São Paulo|431,73|423,40|1,93
12181|6|79918|2022-04-16|Venda|OnlinePay|DEBITO PARCELADO|Green Valley|EcoMart|Interior de São Paulo|Fortaleza|2.137,74|2.075,57|2,91
11599|10|53638|2022-04-18|Venda|OnlinePay|PIX|Sportify|PrimeZone|Interior de São Paulo|Curitiba|632,37|618,39|2,21
19619|6|30832|2022-09-17|Venda|PixPay|CREDITO|Gourmet Haven|EcoMart|Serra Gaúcha|Curitiba|1.582,51|1.545,68|2,33
94259|8|45418|2023-12-23|Venda|SuperPay|CREDITO|Cosmo Trends|InovaStore|Serra Gaúcha|Recife|1.162,94|1.136,38|2,28
59129|9|63892|2022-01-11|Venda|PagTudo|DEBITO A VISTA|DigiNation|InovaStore|Interior de São Paulo|Salvador|289,64|286,62|1,04
27895|7|13867|2023-01-08|Venda|PagTudo|DEBITO A VISTA|Gourmet Haven|EcoMart|Litoral Norte|Salvador|1.358,90|1.331,65|2,01
20431|9|93894|2022-07-24|Venda|PagTudo|PIX|Gourmet Haven|UrbanBlend|Capital|Campinas|368,09|358,18|2,69
34736|10|16923|2022-10-18|Venda|SuperPay|DEBITO A VISTA|Cosmo Trends|EcoMart|Serra Gaúcha|Curitiba|1.494,52|1.469,02|1,71
96390|6|34015|2023-12-07|Venda|PagTudo|DEBITO PARCELADO|Vintage Charm|PrimeZone|Interior de São Paulo|Recife|1.133,45|1.110,10|2,06
95885|6|84684|2022-07-09|Venda|PixPay|CREDITO|Vintage Charm|PrimeZone|Serra Gaúcha|Fortaleza|2.242,03|2.207,08|1,56
24655|3|83587|2023-02-13|Venda|CartaoMais|DEBITO A VISTA|Pet Paradise|InovaStore|Serra Gaúcha|Porto Alegre|1.148,85|1.118,73|2,62
62231|8|68796|2022-03-26|Venda|OnlinePay|CREDITO|Magia Fashion|EcoMart|Capital|Rio de Janeiro|917,50|905,17|1,34
68629|2|16973|2023-01-06|Venda|PixPay|PIX|Vintage Charm|PrimeZone|Serra Gaúcha|Salvador|1.587,72|1.543,28|2,80
93973|10|31213|2023-12-28|Venda|CartaoMais|DEBITO PARCELADO|Magia Fashion|PrimeZone|Serra Gaúcha|São Paulo|382,23|378,34|1,02
98331|10|88948|2023-04-18|Venda|SuperPay|CREDITO|Golden Harvest|InovaStore|Interior de São Paulo|Belo Horizonte|1.119,19|1.093,27|2,32
59651|9|75132|2022-07-08|Venda|PagTudo|CREDITO|Cosmo Trends|EcoMart|Capital|Brasília|2.082,96|2.037,67|2,17
95417|7|73968|2022-11-11|Venda|OnlinePay|CREDITO|DigiNation|PrimeZone|Interior de São Paulo|Curitiba|2.129,73|2.099,59|1,42
88004|4|97259|2023-02-12|Venda|OnlinePay|PIX|DigiNation|EcoMart|Serra Gaúcha|Recife|1.702,36|1.672,51|1,75
13767|5|93039|2023-06-19|Venda|PixPay|CREDITO|Pet Paradise|InovaStore|Serra Gaúcha|Fortaleza|414,32|403,01|2,73
98089|8|81894|2022-05-02|Venda|CartaoMais|DEBITO A VISTA|Pet Paradise|PrimeZone|Capital|Curitiba|282,24|277,84|1,56
33422|11|38427|2023-12-26|Venda|OnlinePay|DEBITO PARCELADO|DigiNation|UrbanBlend|Interior de São Paulo|Campinas|537,19|528,03|1,70
42584|1|37172|2022-06-27|Venda|CartaoMais|DEBITO PARCELADO|Sportify|EcoMart|Capital|Salvador|1.586,77|1.550,09|2,31
85811|12|20049|2023-04-22|Venda|CartaoMais|CREDITO|Golden Harvest|InovaStore|Litoral Norte|Recife|1.848,09|1.825,82|1,21
14585|6|62393|2022-09-23|Venda|CartaoMais|DEBITO PARCELADO|Magia Fashion|EcoMart|Capital|Campinas|646,59|631,23|2,38
47012|4|93667|2022-04-05|Venda|SuperPay|CREDITO|Green Valley|EcoMart|Serra Gaúcha|Belo Horizonte|1.035,54|1.022,43|1,27
36603|12|41423|2023-06-14|Venda|CartaoMais|DEBITO PARCELADO|Sportify|UrbanBlend|Litoral Norte|Recife|305,96|299,43|2,13
66467|9|64890|2022-01-25|Venda|PixPay|CREDITO|Cosmo Trends|InovaStore|Litoral Norte|Campinas|2.141,75|2.105,42|1,70
48281|6|17752|2022-08-17|Venda|OnlinePay|DEBITO A VISTA|DigiNation|InovaStore|Litoral Norte|Rio de Janeiro|589,41|573,21|2,75
17567|12|52332|2022-04-22|Venda|PagTudo|CREDITO|Sportify|InovaStore|Interior de São Paulo|Belo Horizonte|1.605,56|1.562,50|2,68
84156|12|37059|2023-11-17|Venda|PixPay|PIX|DigiNation|UrbanBlend|Litoral Norte|Curitiba|1.884,73|1.864,51|1,07
78702|8|69742|2022-06-20|Venda|CartaoMais|CREDITO|Cosmo Trends|EcoMart|Capital|Curitiba|2.192,62|2.142,56|2,28
95050|6|12290|2022-04-10|Venda|PagTudo|DEBITO PARCELADO|Magia Fashion|EcoMart|Capital|Porto Alegre|904,32|890,29|1,55
40989|3|65077|2022-09-26|Venda|CartaoMais|DEBITO A VISTA|TechHub|InovaStore|Serra Gaúcha|São Paulo|330,13|323,88|1,89
18287|8|20284|2023-01-31|Venda|OnlinePay|DEBITO A VISTA|Golden Harvest|UrbanBlend|Interior de São Paulo|Campinas|272,45|268,97|1,28
86357|11|16166|2022-03-03|Venda|SuperPay|PIX|Magia Fashion|UrbanBlend|Serra Gaúcha|Campinas|268,72|264,99|1,39
15234|8|94828|2022-04-02|Venda|PixPay|CREDITO|Cosmo Trends|PrimeZone|Capital|Campinas|1.782,27|1.732,41|2,80
66151|3|62921|2022-04-23|Venda|CartaoMais|CREDITO|Pet Paradise|InovaStore|Serra Gaúcha|Brasília|512,37|500,28|2,36
34112|9|20601|2022-03-23|Venda|SuperPay|DEBITO A VISTA|Golden Harvest|PrimeZone|Capital|Porto Alegre|620,30|604,51|2,54
99682|10|17843|2023-12-18|Venda|PagTudo|CREDITO|Cosmo Trends|EcoMart|Capital|Belo Horizonte|1.075,78|1.056,20|1,82
72544|3|26564|2023-11-21|Venda|PixPay|DEBITO A VISTA|Sportify|UrbanBlend|Capital|Curitiba|337,88|332,11|1,71
15153|11|78537|2022-07-03|Venda|PixPay|DEBITO A VISTA|DigiNation|UrbanBlend|Serra Gaúcha|Brasília|1.798,62|1.767,91|1,71
76610|11|55996|2023-01-20|Venda|PixPay|PIX|Pet Paradise|UrbanBlend|Litoral Norte|Salvador|1.612,96|1.578,85|2,11
51436|4|75979|2022-04-21|Venda|PagTudo|PIX|TechHub|EcoMart|Litoral Norte|Belo Horizonte|865,36|854,89|1,21
13576|3|11997|2023-03-11|Venda|SuperPay|DEBITO A VISTA|DigiNation|PrimeZone|Serra Gaúcha|Brasília|1.112,12|1.086,03|2,35
42757|6|95453|2023-11-23|Venda|PagTudo|PIX|Golden Harvest|UrbanBlend|Interior de São Paulo|Fortaleza|334,65|327,49|2,14
32662|8|40569|2022-12-17|Venda|PixPay|DEBITO PARCELADO|Green Valley|InovaStore|Interior de São Paulo|Salvador|521,73|510,19|2,21
36208|1|48977|2022-06-29|Venda|PixPay|CREDITO|Magia Fashion|UrbanBlend|Serra Gaúcha|Brasília|392,28|382,40|2,52
39488|8|12099|2022-08-18|Venda|PagTudo|DEBITO PARCELADO|Cosmo Trends|InovaStore|Capital|São Paulo|1.651,13|1.619,85|1,89
63439|7|11972|2023-01-10|Venda|PagTudo|DEBITO A VISTA|DigiNation|EcoMart|Litoral Norte|São Paulo|1.517,31|1.487,96|1,93
93132|8|80079|2023-05-22|Venda|OnlinePay|DEBITO PARCELADO|Cosmo Trends|PrimeZone|Interior de São Paulo|Curitiba|1.180,05|1.149,73|2,57
59194|6|55035|2023-05-28|Venda|PagTudo|DEBITO A VISTA|Golden Harvest|UrbanBlend|Serra Gaúcha|Campinas|1.548,05|1.521,51|1,71
77766|2|33826|2022-11-05|Venda|PagTudo|DEBITO PARCELADO|Cosmo Trends|UrbanBlend|Litoral Norte|Salvador|1.572,10|1.542,42|1,89
84729|3|94581|2023-07-18|Venda|CartaoMais|CREDITO|Cosmo Trends|PrimeZone|Capital|Rio de Janeiro|847,83|836,25|1,37
26439|3|28145|2022-07-06|Venda|PagTudo|DEBITO A VISTA|DigiNation|InovaStore|Serra Gaúcha|São Paulo|2.096,09|2.046,06|2,39
70812|10|33994|2023-12-16|Venda|CartaoMais|DEBITO PARCELADO|Gourmet Haven|InovaStore|Capital|Campinas|1.404,27|1.378,48|1,84
40818|1|19934|2022-11-17|Venda|CartaoMais|CREDITO|Pet Paradise|InovaStore|Litoral Norte|Campinas|1.011,87|986,60|2,50
13599|1|40497|2022-02-03|Venda|PixPay|DEBITO PARCELADO|Cosmo Trends|PrimeZone|Capital|Campinas|699,19|678,44|2,97
21204|6|88215|2023-01-27|Venda|SuperPay|PIX|Sportify|InovaStore|Interior de São Paulo|São Paulo|2.041,69|2.019,84|1,07
19430|10|78623|2022-04-06|Venda|CartaoMais|DEBITO PARCELADO|Green Valley|InovaStore|Capital|Rio de Janeiro|979,98|961,64|1,87
85639|5|69507|2022-05-01|Venda|SuperPay|DEBITO A VISTA|Green Valley|EcoMart|Litoral Norte|Fortaleza|1.186,77|1.160,13|2,24
20233|12|54052|2023-07-08|Venda|CartaoMais|CREDITO|Pet Paradise|InovaStore|Capital|Fortaleza|347,55|342,56|1,44
27632|3|73903|2023-05-30|Venda|OnlinePay|CREDITO|TechHub|PrimeZone|Litoral Norte|Belo Horizonte|300,64|292,69|2,65
15399|5|47153|2022-08-07|Venda|PixPay|CREDITO|TechHub|PrimeZone|Serra Gaúcha|Salvador|2.275,85|2.220,62|2,43
66857|8|45848|2022-09-11|Venda|SuperPay|DEBITO A VISTA|DigiNation|InovaStore|Serra Gaúcha|Curitiba|375,24|370,40|1,29
64790|9|22981|2023-02-02|Venda|PagTudo|DEBITO A VISTA|Vintage Charm|EcoMart|Litoral Norte|Fortaleza|2.040,71|1.996,48|2,17
30308|4|34469|2022-07-02|Venda|CartaoMais|CREDITO|Golden Harvest|UrbanBlend|Capital|Rio de Janeiro|1.307,04|1.275,67|2,40
20117|9|90356|2023-02-04|Venda|CartaoMais|PIX|Golden Harvest|InovaStore|Capital|Fortaleza|1.452,87|1.430,89|1,51
86596|8|97792|2022-06-03|Venda|SuperPay|DEBITO PARCELADO|Vintage Charm|EcoMart|Interior de São Paulo|Rio de Janeiro|891,99|869,48|2,52
32379|5|42374|2023-11-26|Venda|PagTudo|DEBITO A VISTA|Green Valley|InovaStore|Capital|Brasília|878,69|868,23|1,19
98653|6|72615|2023-12-09|Venda|SuperPay|DEBITO A VISTA|Pet Paradise|PrimeZone|Litoral Norte|Brasília|384,37|379,83|1,18
15284|9|13567|2023-10-21|Venda|PixPay|CREDITO|Pet Paradise|UrbanBlend|Interior de São Paulo|Porto Alegre|775,68|754,39|2,74
24199|3|91262|2023-04-11|Venda|PixPay|CREDITO|DigiNation|UrbanBlend|Capital|Brasília|2.105,86|2.080,74|1,19
52480|5|12843|2023-10-08|Venda|CartaoMais|DEBITO PARCELADO|Cosmo Trends|UrbanBlend|Capital|Salvador|1.898,28|1.857,27|2,16
79728|9|49310|2022-03-18|Venda|PixPay|DEBITO PARCELADO|TechHub|UrbanBlend|Serra Gaúcha|Belo Horizonte|1.035,27|1.016,39|1,82
61047|6|52637|2023-11-01|Venda|SuperPay|PIX|Cosmo Trends|EcoMart|Litoral Norte|Salvador|1.889,33|1.859,07|1,60
69683|11|61282|2022-07-17|Venda|OnlinePay|DEBITO A VISTA|TechHub|InovaStore|Interior de São Paulo|Recife|1.597,37|1.550,15|2,96
25177|5|80413|2023-07-14|Venda|OnlinePay|CREDITO|Green Valley|PrimeZone|Serra Gaúcha|Rio de Janeiro|1.496,01|1.469,01|1,80
29390|11|22508|2022-01-04|Venda|PixPay|PIX|Cosmo Trends|InovaStore|Capital|Recife|479,59|466,16|2,80
48652|12|75263|2022-10-29|Venda|PagTudo|PIX|Golden Harvest|InovaStore|Serra Gaúcha|Salvador|805,20|792,24|1,61
25265|9|76066|2023-08-19|Venda|PagTudo|DEBITO A VISTA|DigiNation|PrimeZone|Litoral Norte|Rio de Janeiro|626,10|608,98|2,73
51309|7|78270|2023-07-21|Venda|PixPay|DEBITO A VISTA|DigiNation|UrbanBlend|Serra Gaúcha|Porto Alegre|1.094,14|1.082,15|1,10
75828|10|41794|2023-02-20|Venda|PixPay|DEBITO PARCELADO|DigiNation|UrbanBlend|Serra Gaúcha|Rio de Janeiro|866,71|847,07|2,27
81016|12|24809|2023-08-23|Venda|PagTudo|DEBITO PARCELADO|Pet Paradise|EcoMart|Serra Gaúcha|Brasília|1.924,16|1.885,01|2,03
15987|1|90926|2023-08-26|Venda|CartaoMais|CREDITO|TechHub|UrbanBlend|Litoral Norte|Fortaleza|1.638,40|1.616,00|1,37
91188|9|88398|2022-01-21|Venda|PagTudo|PIX|Cosmo Trends|UrbanBlend|Capital|Rio de Janeiro|2.207,85|2.151,34|2,56
60780|3|34883|2023-01-28|Venda|PagTudo|DEBITO A VISTA|Sportify|PrimeZone|Litoral Norte|Belo Horizonte|856,35|842,50|1,62
52220|2|86388|2022-01-09|Venda|CartaoMais|PIX|Magia Fashion|InovaStore|Serra Gaúcha|Curitiba|1.899,91|1.859,86|2,11
11441|1|18967|2022-12-20|Venda|PixPay|PIX|Gourmet Haven|InovaStore|Interior de São Paulo|Porto Alegre|1.154,05|1.123,10|2,68
98882|7|12132|2022-01-29|Venda|PagTudo|DEBITO A VISTA|Vintage Charm|EcoMart|Capital|Belo Horizonte|561,64|549,30|2,20
98309|10|29048|2022-04-03|Venda|SuperPay|DEBITO A VISTA|Sportify|InovaStore|Interior de São Paulo|São Paulo|1.504,23|1.482,94|1,42
80975|7|65359|2023-10-21|Venda|PagTudo|CREDITO|Gourmet Haven|PrimeZone|Capital|Belo Horizonte|1.030,49|1.003,76|2,59
80271|6|77890|2022-03-10|Venda|PixPay|DEBITO PARCELADO|Golden Harvest|EcoMart|Interior de São Paulo|Recife|2.020,18|1.975,85|2,19
80785|9|76670|2023-12-13|Venda|PagTudo|PIX|Magia Fashion|PrimeZone|Serra Gaúcha|Rio de Janeiro|2.022,28|1.981,66|2,01
10946|4|17380|2023-11-12|Venda|OnlinePay|CREDITO|Vintage Charm|PrimeZone|Serra Gaúcha|Brasília|1.809,92|1.790,06|1,10
36715|1|24913|2022-07-04|Venda|PagTudo|DEBITO A VISTA|Gourmet Haven|EcoMart|Interior de São Paulo|São Paulo|1.771,57|1.751,28|1,15
30157|5|23270|2022-12-22|Venda|PixPay|DEBITO PARCELADO|Cosmo Trends|EcoMart|Litoral Norte|Brasília|2.137,29|2.096,27|1,92
35532|4|68712|2023-04-02|Venda|PixPay|PIX|Gourmet Haven|EcoMart|Interior de São Paulo|Fortaleza|919,99|907,06|1,41
99891|1|85273|2023-10-21|Venda|CartaoMais|DEBITO A VISTA|Magia Fashion|UrbanBlend|Interior de São Paulo|Curitiba|1.191,65|1.172,96|1,57
23698|10|53758|2022-02-05|Venda|CartaoMais|CREDITO|DigiNation|UrbanBlend|Capital|Salvador|825,96|804,96|2,54
65960|10|52872|2023-12-18|Venda|PixPay|DEBITO PARCELADO|TechHub|UrbanBlend|Litoral Norte|São Paulo|369,23|361,64|2,05
15243|10|75731|2023-05-03|Venda|SuperPay|DEBITO A VISTA|Golden Harvest|UrbanBlend|Litoral Norte|Curitiba|1.028,31|1.000,97|2,66
33205|10|93688|2023-01-07|Venda|PagTudo|CREDITO|DigiNation|UrbanBlend|Litoral Norte|Porto Alegre|1.180,15|1.146,87|2,82
82685|10|99522|2023-05-28|Venda|SuperPay|DEBITO A VISTA|Golden Harvest|PrimeZone|Capital|São Paulo|917,77|892,67|2,74
47400|3|33279|2023-09-02|Venda|PixPay|PIX|Sportify|EcoMart|Interior de São Paulo|Recife|575,81|569,38|1,12
63358|8|10210|2023-01-05|Venda|PagTudo|PIX|TechHub|PrimeZone|Interior de São Paulo|São Paulo|1.604,24|1.581,64|1,41
46170|6|29976|2023-10-09|Venda|PixPay|DEBITO PARCELADO|Pet Paradise|InovaStore|Litoral Norte|Fortaleza|1.193,34|1.178,89|1,21
82386|10|15975|2023-07-09|Venda|SuperPay|CREDITO|DigiNation|PrimeZone|Litoral Norte|Curitiba|597,40|586,11|1,89
64269|9|49926|2023-11-22|Venda|PixPay|CREDITO|Vintage Charm|PrimeZone|Interior de São Paulo|Rio de Janeiro|1.228,46|1.204,25|1,97
75857|2|19688|2023-08-07|Venda|OnlinePay|DEBITO A VISTA|Green Valley|PrimeZone|Serra Gaúcha|Curitiba|1.491,39|1.467,80|1,58
38620|5|52554|2022-09-25|Venda|CartaoMais|PIX|TechHub|UrbanBlend|Litoral Norte|Fortaleza|347,48|338,89|2,47
29756|1|48218|2023-01-20|Venda|CartaoMais|PIX|Vintage Charm|InovaStore|Interior de São Paulo|Porto Alegre|2.036,86|1.992,73|2,17
12776|12|47400|2022-07-30|Venda|CartaoMais|PIX|Vintage Charm|InovaStore|Capital|Salvador|1.534,02|1.489,93|2,87
75656|12|71693|2022-04-08|Venda|CartaoMais|CREDITO|Green Valley|InovaStore|Serra Gaúcha|Curitiba|1.103,32|1.073,92|2,66
31595|4|26200|2023-04-19|Venda|SuperPay|DEBITO A VISTA|Magia Fashion|EcoMart|Serra Gaúcha|Campinas|1.190,44|1.155,33|2,95
15220|10|79452|2023-07-24|Venda|PagTudo|DEBITO PARCELADO|DigiNation|PrimeZone|Capital|Brasília|1.407,98|1.374,47|2,38
94871|11|45483|2023-07-13|Venda|SuperPay|DEBITO A VISTA|Gourmet Haven|PrimeZone|Interior de São Paulo|Recife|868,36|845,03|2,69
33878|1|73911|2022-07-08|Venda|OnlinePay|DEBITO PARCELADO|Golden Harvest|PrimeZone|Capital|Campinas|1.490,26|1.457,17|2,22
34123|6|55600|2022-03-08|Venda|CartaoMais|PIX|Golden Harvest|InovaStore|Capital|Campinas|1.571,46|1.525,57|2,92
33839|3|98654|2022-01-22|Venda|SuperPay|DEBITO A VISTA|Green Valley|UrbanBlend|Litoral Norte|Recife|1.788,77|1.757,58|1,74
78637|6|20214|2024-01-30|Venda|PixPay|CREDITO|Golden Harvest|EcoMart|Interior de São Paulo|Rio de Janeiro|708,97|697,99|1,55
26115|7|80575|2023-09-07|Venda|CartaoMais|DEBITO A VISTA|DigiNation|InovaStore|Capital|Rio de Janeiro|1.441,07|1.417,43|1,64
53095|4|53074|2023-01-31|Venda|CartaoMais|PIX|Magia Fashion|EcoMart|Litoral Norte|Salvador|436,68|425,60|2,54
12860|10|75540|2022-11-25|Venda|SuperPay|DEBITO PARCELADO|TechHub|PrimeZone|Serra Gaúcha|São Paulo|2.050,10|1.994,91|2,69
43131|12|57566|2023-12-04|Venda|CartaoMais|PIX|Magia Fashion|InovaStore|Interior de São Paulo|Belo Horizonte|1.881,12|1.832,55|2,58
81092|11|41416|2022-02-24|Venda|PagTudo|DEBITO PARCELADO|Green Valley|EcoMart|Capital|Porto Alegre|1.308,50|1.272,74|2,73
85761|2|76951|2022-11-18|Venda|SuperPay|PIX|Vintage Charm|EcoMart|Capital|Fortaleza|630,81|614,72|2,55
36545|2|68462|2022-10-05|Venda|PixPay|DEBITO PARCELADO|Pet Paradise|InovaStore|Interior de São Paulo|Brasília|800,10|783,27|2,10
82737|12|60950|2022-09-08|Venda|CartaoMais|DEBITO PARCELADO|Sportify|UrbanBlend|Serra Gaúcha|Salvador|844,25|826,39|2,11
37993|10|28364|2022-11-01|Venda|OnlinePay|DEBITO PARCELADO|Sportify|UrbanBlend|Litoral Norte|Rio de Janeiro|351,10|342,07|2,57
88318|10|59493|2022-12-29|Venda|SuperPay|DEBITO PARCELADO|Sportify|PrimeZone|Interior de São Paulo|Rio de Janeiro|1.143,33|1.117,43|2,27
69091|12|93018|2022-11-22|Venda|SuperPay|DEBITO A VISTA|Green Valley|InovaStore|Capital|Campinas|1.554,64|1.528,62|1,67
27700|9|33028|2022-05-25|Venda|CartaoMais|PIX|Green Valley|UrbanBlend|Litoral Norte|São Paulo|812,28|800,30|1,48
59240|11|20842|2022-04-21|Venda|PagTudo|DEBITO PARCELADO|Golden Harvest|InovaStore|Capital|Rio de Janeiro|1.878,28|1.826,33|2,77
58943|11|43291|2022-04-17|Venda|SuperPay|DEBITO PARCELADO|Pet Paradise|EcoMart|Interior de São Paulo|Curitiba|1.903,54|1.867,98|1,87
31902|6|20199|2022-08-09|Venda|SuperPay|DEBITO A VISTA|Green Valley|InovaStore|Capital|Salvador|2.201,98|2.178,83|1,05
74148|8|42469|2022-06-04|Venda|OnlinePay|DEBITO A VISTA|TechHub|PrimeZone|Litoral Norte|Recife|1.058,92|1.029,05|2,82
60563|6|72674|2022-07-31|Venda|CartaoMais|CREDITO|Green Valley|UrbanBlend|Serra Gaúcha|Recife|437,88|432,26|1,28
88645|2|22592|2022-07-18|Venda|PagTudo|PIX|Cosmo Trends|InovaStore|Interior de São Paulo|Porto Alegre|1.443,61|1.424,85|1,30
68105|2|34715|2022-09-30|Venda|CartaoMais|CREDITO|TechHub|EcoMart|Litoral Norte|Rio de Janeiro|721,96|713,86|1,12
39763|5|50255|2022-02-26|Venda|CartaoMais|DEBITO A VISTA|Gourmet Haven|EcoMart|Serra Gaúcha|Fortaleza|1.144,41|1.120,17|2,12
49880|1|56739|2023-12-10|Venda|PagTudo|DEBITO PARCELADO|DigiNation|PrimeZone|Capital|Porto Alegre|385,35|378,57|1,76
55579|4|12655|2024-01-04|Venda|PixPay|DEBITO PARCELADO|Pet Paradise|PrimeZone|Capital|Fortaleza|1.494,33|1.457,19|2,49
19827|2|73911|2022-04-28|Venda|PixPay|DEBITO PARCELADO|Cosmo Trends|UrbanBlend|Capital|Curitiba|420,19|412,89|1,74
27789|1|56877|2023-02-20|Venda|OnlinePay|PIX|TechHub|UrbanBlend|Litoral Norte|Campinas|590,17|581,91|1,40
44407|10|81748|2022-11-06|Venda|PagTudo|CREDITO|DigiNation|EcoMart|Litoral Norte|Curitiba|873,51|849,59|2,74
26211|2|57351|2022-03-16|Venda|SuperPay|CREDITO|Golden Harvest|UrbanBlend|Litoral Norte|Recife|963,79|944,46|2,01
34281|7|96138|2022-05-26|Venda|CartaoMais|CREDITO|Gourmet Haven|PrimeZone|Litoral Norte|Fortaleza|1.223,67|1.202,86|1,70
12110|7|82315|2022-01-10|Venda|PixPay|DEBITO A VISTA|Green Valley|PrimeZone|Serra Gaúcha|Salvador|1.023,34|993,88|2,88
84667|9|35586|2023-09-12|Venda|SuperPay|DEBITO A VISTA|Cosmo Trends|PrimeZone|Litoral Norte|São Paulo|1.468,51|1.435,81|2,23
83809|8|54308|2023-03-03|Venda|OnlinePay|DEBITO PARCELADO|Pet Paradise|EcoMart|Capital|Porto Alegre|574,13|561,68|2,17
83552|5|51994|2024-01-06|Venda|PixPay|DEBITO A VISTA|Golden Harvest|UrbanBlend|Capital|Salvador|1.993,21|1.964,94|1,42
93269|8|45095|2023-04-29|Venda|OnlinePay|CREDITO|Cosmo Trends|PrimeZone|Serra Gaúcha|Campinas|2.175,71|2.146,31|1,35
18919|4|12785|2022-09-25|Venda|SuperPay|PIX|Green Valley|UrbanBlend|Serra Gaúcha|Campinas|832,35|820,27|1,45
74112|12|52885|2023-06-12|Venda|PagTudo|CREDITO|Pet Paradise|PrimeZone|Interior de São Paulo|Recife|373,16|365,38|2,08
20750|9|31582|2023-02-02|Venda|CartaoMais|DEBITO PARCELADO|Pet Paradise|UrbanBlend|Interior de São Paulo|Recife|844,82|826,58|2,16
